Summary,Description,Priority,Status,Reporter,Assignee,Request type,Issue Type,Categoría,Date Created,Comment,Comment,Comment,Comment,Comment,Comment
posso fazer a verificação usando so o celular,"nao tenho computador em casa, da pra fazer todo o processo de verificação so pelo celular",Medium,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:e145fbce-fd98-4ca0-8b5b-23769ae5f2ad,maxyjulio18@gmail.com,Portal Tokenia,Service Request,Verificação de identidade,1/Jul/25 4:02 AM,"3/Jul/25 1:54 AM;maxyjulio18@gmail.com;Olá! Sim, todo o processo de verificação pode ser feito completamente pelo aplicativo no celular, incluindo envio de documentos e selfie.","3/Jul/25 3:00 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:e145fbce-fd98-4ca0-8b5b-23769ae5f2ad;otimo, vou fazer pelo celular entao. obrigado",,,,
posso fazer saque parcial de um valor especifico,"quero sacar so uma parte do meu saldo em reais, nao o total, isso é possivel",Medium,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:8a0ee7d5-029c-4a08-a42f-b06768b64927,maximilianojavierjulio@gmail.com,Tokenia App,Service Request,Depósitos e saques,28/May/24 8:37 AM,"28/May/24 9:41 AM;maximilianojavierjulio@gmail.com;Olá! Sim, você pode informar exatamente o valor que deseja sacar, não sendo necessário sacar o saldo total de uma vez.","28/May/24 11:02 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:8a0ee7d5-029c-4a08-a42f-b06768b64927;otimo, era isso que eu queria confirmar. obrigado",,,,
deposito grande em cripto nao foi creditado apos muitas confirmações,"depositei um valor bem alto em bitcoin, ja passou de 10 confirmações na blockchain e ainda nao apareceu na minha conta",High,Escalated,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:806cb782-ea88-4c57-b1ad-9d5a2e5efab3,maxyjulio18@gmail.com,Tokenia Web,Service Request,Depósitos e saques,3/Sep/24 5:41 AM,"3/Sep/24 6:35 AM;maxyjulio18@gmail.com;Olá, entendemos a gravidade da situação considerando o valor envolvido. Vou escalar seu caso imediatamente para o time técnico verificar diretamente o processamento dessa transação em nossos sistemas.","3/Sep/24 6:45 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:806cb782-ea88-4c57-b1ad-9d5a2e5efab3;por favor, é um valor bem significativo pra mim, preciso de uma resposta rapida",3/Sep/24 8:09 AM;maxyjulio18@gmail.com;Compreendemos totalmente a urgência. Poderia nos enviar o hash da transação (TxID)? Vamos priorizar essa análise com o time técnico e retornar assim que tivermos uma posição.,,,
existe algum bonus por primeiro deposito,"vi em outras plataformas que da bonus pro primeiro deposito, aqui na Tokenia tem alguma promoção assim",Low,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:3b3304dc-2f4a-4a0c-94fd-cfc9d201d002,maximilianojavierjulio@gmail.com,Tokenia Email,General request,Depósitos e saques,10/Apr/25 2:02 AM,"10/Apr/25 7:39 AM;maximilianojavierjulio@gmail.com;Olá! No momento não temos um bônus fixo de primeiro depósito, mas de tempos em tempos realizamos promoções pontuais divulgadas nos nossos canais oficiais. Vale a pena acompanhar!","10/Apr/25 8:34 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:3b3304dc-2f4a-4a0c-94fd-cfc9d201d002;entendi, vou ficar de olho entao. obrigado",,,,
a Tokenia tem alguma comunidade ou forum de usuarios,"gostaria de trocar experiencia com outros usuarios da plataforma, tem algum grupo ou comunidade oficial",Low,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:806cb782-ea88-4c57-b1ad-9d5a2e5efab3,maximilianojavierjulio@gmail.com,Tokenia Email,General request,Informações e dúvidas gerais,9/Feb/26 6:34 AM,"9/Feb/26 12:06 PM;maximilianojavierjulio@gmail.com;Olá! Temos uma comunidade oficial no Telegram, onde usuários trocam experiências e nossa equipe compartilha novidades regularmente. O link está disponível no rodapé do nosso site.","9/Feb/26 1:09 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:806cb782-ea88-4c57-b1ad-9d5a2e5efab3;legal, vou entrar la. obrigado",,,,
como funciona o suporte pra clientes com deficiencia visual,tenho baixa visao e queria saber se o app tem algum recurso de acessibilidade,Medium,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:90ddc072-98d5-472a-8bd1-0e91d161e3ed,maxyjulio18@gmail.com,Portal Tokenia,Service Request,Informações e dúvidas gerais,14/Jun/26 4:27 AM,"14/Jun/26 6:06 AM;maxyjulio18@gmail.com;Olá! Nosso aplicativo é compatível com os leitores de tela nativos do celular (VoiceOver e TalkBack), além de suportar o ajuste de fonte do próprio sistema operacional para facilitar a leitura.","14/Jun/26 7:20 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:90ddc072-98d5-472a-8bd1-0e91d161e3ed;que bom saber disso, vou testar aqui. obrigado",,,,
quais sao as principais diferenças entre a Tokenia e outros exchanges,"estou avaliando qual exchange usar, o que diferencia a Tokenia das outras opções do mercado",Low,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:5705c77d-869a-4f2d-b789-7fe84a892889,maximilianojavierjulio@gmail.com,Portal Tokenia,Service Request,Informações e dúvidas gerais,10/Jul/26 1:04 PM,"10/Jul/26 2:27 PM;maximilianojavierjulio@gmail.com;Olá! Nossos principais diferenciais são o suporte dedicado em português, taxas competitivas e transparentes, além de foco especial na experiência do usuário iniciante em criptomoedas.","10/Jul/26 3:06 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:5705c77d-869a-4f2d-b789-7fe84a892889;legal, vou continuar testando por aqui entao. obrigado",,,,
a taxa de saque em cripto muda conforme o valor sacado,sacar um valor pequeno de bitcoin tem a mesma taxa de rede que sacar um valor grande,Medium,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:5705c77d-869a-4f2d-b789-7fe84a892889,maxyjulio18@gmail.com,Tokenia Email,General request,Tarifas e comissões,11/Jan/25 6:39 AM,"11/Jan/25 11:21 AM;maxyjulio18@gmail.com;Olá! A taxa de rede é calculada com base no tamanho da transação na blockchain, não no valor em si, então costuma ser praticamente a mesma independente de você sacar um valor pequeno ou grande.","11/Jan/25 11:58 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:5705c77d-869a-4f2d-b789-7fe84a892889;entendi, faz sentido. obrigado pela explicação",,,,
taxa aplicada incorretamente numa operação institucional grande,represento uma empresa que opera com valores altos regularmente e a taxa aplicada na ultima operação nao seguiu o acordo comercial negociado,Highest,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:1007ee5e-c272-40ae-811d-eed78b3d4e7c,maximilianojavierjulio@gmail.com,Tokenia Web,Service Request,Tarifas e comissões,4/May/25 7:23 PM,"6/May/25 12:09 AM;maximilianojavierjulio@gmail.com;Olá, pedimos desculpas pelo ocorrido. Considerando a relevância do acordo comercial da sua conta, vamos verificar imediatamente a configuração da taxa aplicada e corrigir qualquer divergência identificada.","6/May/25 12:30 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:1007ee5e-c272-40ae-811d-eed78b3d4e7c;por favor, precisamos que isso seja resolvido o quanto antes, é uma diferença significativa",6/May/25 1:56 AM;maximilianojavierjulio@gmail.com;Compreendemos totalmente a importância. Confirmamos que houve uma falha pontual na aplicação do acordo comercial nessa operação específica. Já corrigimos a configuração e vamos processar o estorno da diferença em até 5 dias úteis.,6/May/25 2:34 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:1007ee5e-c272-40ae-811d-eed78b3d4e7c;agradecemos a agilidade na resolução,,
notei uma taxa nova que nao existia antes no meu extrato,"apareceu uma taxa no meu extrato que eu nunca tinha visto antes, queria entender o que é",Medium,Waiting for Customer,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:dcd8d81d-4933-40c2-b3f2-7d9c8757ab99,maxi220julio@gmail.com,Tokenia Web,Service Request,Tarifas e comissões,20/Jul/26 8:07 AM,"20/Jul/26 7:15 PM;maxi220julio@gmail.com;Olá! Para identificarmos corretamente, você poderia nos informar a data e o valor exato dessa taxa que apareceu no seu extrato?",20/Jul/26 7:39 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:dcd8d81d-4933-40c2-b3f2-7d9c8757ab99;vou conferir aqui e te passo os detalhes certinhos,,,,
app consome muita bateria do celular,notei que desde que instalei o app da tokenia minha bateria ta acabando mais rapido que o normal,Medium,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:1c6c8f3c-0b42-4193-b8f6-814150c2f7da,maxi220julio@gmail.com,Tokenia App,Service Request,Problemas técnicos do app/site,28/Dec/25 3:36 PM,"28/Dec/25 7:16 PM;maxi220julio@gmail.com;Olá! Obrigado por reportar. Você pode verificar se o app está com atualizações automáticas de preço em tempo real ativadas mesmo em segundo plano, o que pode aumentar o consumo de bateria? Você pode ajustar isso em Configurações > Notificações.","28/Dec/25 7:52 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:1c6c8f3c-0b42-4193-b8f6-814150c2f7da;vou verificar e ajustar aqui, obrigado pela dica",,,,
compra pelo cartao de credito parcelado nao esta funcionando,"tento fazer uma compra parcelada no cartao mas da erro na ultima etapa, ja tentei com dois cartoes diferentes",High,Work in Progress,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:ed04d6ae-f36e-4f44-ba75-dad36ede95b7,maxi220julio@gmail.com,Tokenia Web,Service Request,Problemas técnicos do app/site,27/Oct/24 2:09 AM,"27/Oct/24 2:39 AM;maxi220julio@gmail.com;Olá, obrigado por reportar. Identificamos uma instabilidade pontual no processamento de compras parceladas e nosso time técnico já está trabalhando na correção. Vamos te avisar assim que for resolvido.","27/Oct/24 3:06 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:ed04d6ae-f36e-4f44-ba75-dad36ede95b7;ok, vou tentar com PIX enquanto isso entao",,,,
fonte do app fica muito pequena em celulares maiores,meu celular tem tela grande e a fonte do app parece desproporcionalmente pequena comparada com outros apps,Low,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:9c34e718-8ff6-4bf1-b378-04f3dfd6d4b6,maxyjulio18@gmail.com,Tokenia Email,General request,Problemas técnicos do app/site,30/Nov/25 1:46 PM,"30/Nov/25 2:50 PM;maxyjulio18@gmail.com;Olá! Obrigado pelo feedback. Você pode ajustar o tamanho da fonte diretamente nas configurações de acessibilidade do seu celular, que o app respeita automaticamente.","30/Nov/25 3:08 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:9c34e718-8ff6-4bf1-b378-04f3dfd6d4b6;ajustei e melhorou bastante, obrigado pela dica",,,,
posso trocar meu numero de telefone cadastrado sozinho,"troquei de celular e de chip, preciso atualizar o numero cadastrado na minha conta",Medium,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:74b34d2b-8c7a-4390-a0d5-6fe51576bcc9,maxyjulio18@gmail.com,Portal Tokenia,Service Request,Acesso e autenticação,2/May/25 5:50 AM,2/May/25 9:36 AM;maxyjulio18@gmail.com;Olá! Você pode atualizar seu número em Configurações > Dados pessoais > Telefone. Vamos enviar um código de confirmação para o novo número antes de finalizar a troca.,"2/May/25 10:56 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:74b34d2b-8c7a-4390-a0d5-6fe51576bcc9;recebi o codigo e ja atualizei, obrigado",,,,
existe algum atalho pra acessar mais rapido pelo celular,queria saber se da pra colocar algum atalho na tela inicial do celular pra abrir direto o app,Low,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:1c6c8f3c-0b42-4193-b8f6-814150c2f7da,maxyjulio18@gmail.com,Portal Tokenia,Service Request,Acesso e autenticação,3/Feb/25 3:24 PM,"3/Feb/25 8:41 PM;maxyjulio18@gmail.com;Olá! Sim, você pode adicionar um atalho na tela inicial do seu celular direto pela loja de aplicativos ou mantendo o ícone pressionado após a instalação, dependendo do sistema operacional.","3/Feb/25 10:09 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:1c6c8f3c-0b42-4193-b8f6-814150c2f7da;consegui adicionar aqui, ficou bem mais rapido. obrigado",,,,
erro ao tentar entrar usando login social do google,"sempre entrei usando minha conta google mas hoje esta dando erro toda vez que tento, nao sei o que aconteceu",High,Work in Progress,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:3b3304dc-2f4a-4a0c-94fd-cfc9d201d002,maxyjulio18@gmail.com,Tokenia Web,Service Request,Acesso e autenticação,7/May/25 3:42 AM,"7/May/25 4:46 AM;maxyjulio18@gmail.com;Olá, obrigado por reportar. Identificamos uma instabilidade pontual na integração com login via Google e nosso time técnico já está atuando na correção. Como alternativa, você poderia tentar entrar usando e-mail e senha diretamente?","7/May/25 5:10 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:3b3304dc-2f4a-4a0c-94fd-cfc9d201d002;vou tentar assim enquanto isso, obrigado pela orientação",,,,
posso vincular minha conta a mais de um email,"tenho dois emails que uso bastante, da pra vincular os dois na mesma conta pra ter opção de login",Medium,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:ebdc7d4f-7a89-4bb1-a131-b652ee3ba99b,maxi220julio@gmail.com,Portal Tokenia,Service Request,Acesso e autenticação,23/Jul/24 1:48 AM,"23/Jul/24 3:20 AM;maxi220julio@gmail.com;Olá! No momento, cada conta pode ter apenas um e-mail principal cadastrado para login. Se precisar trocar, é possível fazer isso a qualquer momento nas configurações de dados pessoais.","23/Jul/24 3:58 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:ebdc7d4f-7a89-4bb1-a131-b652ee3ba99b;entendi, vou manter so um entao. obrigado",,,,
ordem de compra executou por um preço bem diferente do esperado,configurei uma ordem a mercado esperando um preço mas o valor final executado ficou bem acima do que eu vi na tela,High,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:dcd8d81d-4933-40c2-b3f2-7d9c8757ab99,maxi220julio@gmail.com,Portal Tokenia,Service Request,Operações de compra/venda cripto,10/Oct/25 12:47 AM,"11/Oct/25 2:47 AM;maxi220julio@gmail.com;Olá! Isso pode ocorrer em momentos de alta volatilidade, quando o preço se move rapidamente entre a visualização da tela e a confirmação da ordem. Verificamos seu horário e identificamos uma movimentação relevante do mercado naquele instante.","11/Oct/25 4:12 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:dcd8d81d-4933-40c2-b3f2-7d9c8757ab99;ah entendi, foi um momento de bastante oscilação mesmo","11/Oct/25 5:36 AM;maxi220julio@gmail.com;Exatamente. Para operações grandes em momentos voláteis, ordens limite costumam dar mais previsibilidade do preço final.",11/Oct/25 6:27 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:dcd8d81d-4933-40c2-b3f2-7d9c8757ab99;vou considerar usar ordem limite da proxima vez. obrigado,,
posso ver quanto tempo levou pra minha ordem executar,"queria saber quanto tempo demorou entre eu criar a ordem e ela ser executada, isso aparece em algum lugar",Medium,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:e145fbce-fd98-4ca0-8b5b-23769ae5f2ad,maximilianojavierjulio@gmail.com,Portal Tokenia,Service Request,Operações de compra/venda cripto,11/May/24 4:27 AM,"11/May/24 5:59 AM;maximilianojavierjulio@gmail.com;Olá! Você pode conferir o horário exato de criação e execução de cada ordem no detalhe da operação, dentro do histórico de atividade.","11/May/24 6:50 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:e145fbce-fd98-4ca0-8b5b-23769ae5f2ad;achei, obrigado pela informação",,,,
ordem executada duas vezes por engano,"cliquei uma vez em comprar mas a operação foi executada duas vezes, debitando o dobro do valor da minha conta",Highest,Escalated,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:8a99a275-7ced-4af7-bae8-9d134b24be3e,maxi220julio@gmail.com,Tokenia App,Service Request,Operações de compra/venda cripto,19/Apr/25 5:39 PM,"19/Apr/25 5:58 PM;maxi220julio@gmail.com;Olá, entendemos a gravidade dessa duplicidade. Vou escalar seu caso imediatamente para o time técnico e financeiro verificarem a ocorrência com prioridade máxima.","19/Apr/25 7:24 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:8a99a275-7ced-4af7-bae8-9d134b24be3e;por favor, preciso do estorno do valor duplicado o quanto antes","19/Apr/25 7:50 PM;maxi220julio@gmail.com;Compreendemos totalmente a urgência. Caso a duplicidade seja confirmada, como parece ser o caso pela sua descrição, o estorno será processado com prioridade assim que a análise técnica for concluída.",,,
posso comprar cripto usando bonus de indicação,"recebi um bonus por indicar um amigo, esse valor pode ser usado pra comprar mais cripto normalmente",Low,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:dcd8d81d-4933-40c2-b3f2-7d9c8757ab99,maxyjulio18@gmail.com,Tokenia App,Service Request,Operações de compra/venda cripto,17/Feb/26 2:18 AM,"17/Feb/26 7:16 AM;maxyjulio18@gmail.com;Olá! Sim, o valor do bônus de indicação é creditado diretamente na sua carteira e pode ser usado normalmente para novas operações de compra.","17/Feb/26 7:28 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:dcd8d81d-4933-40c2-b3f2-7d9c8757ab99;otimo, obrigado pela confirmação",,,,
posso comprar cripto usando saldo de bonus promocional,"recebi um bonus promocional em reais, ele pode ser usado normal pra comprar cripto",Medium,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:b12e56d5-73d2-49e3-b5e3-60b23bef9f3b,maxyjulio18@gmail.com,Tokenia Email,General request,Operações de compra/venda fiat,14/Nov/25 4:30 AM,"14/Nov/25 8:22 AM;maxyjulio18@gmail.com;Olá! Sim, saldos de bônus promocional funcionam exatamente como saldo comum para realizar compras de criptomoedas na plataforma.","14/Nov/25 9:50 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:b12e56d5-73d2-49e3-b5e3-60b23bef9f3b;otimo, vou usar entao. obrigado",,,,
deposito via boleto com valor divergente do esperado,paguei um boleto de deposito mas o valor creditado na minha conta ficou diferente do que eu esperava pagar,High,Waiting for Customer,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:98550bc5-9bb9-469f-b7d4-4756a5f09e88,maximilianojavierjulio@gmail.com,Tokenia Web,Service Request,Operações de compra/venda fiat,8/Oct/24 10:38 PM,"8/Oct/24 11:00 PM;maximilianojavierjulio@gmail.com;Olá! Para analisarmos corretamente, você poderia nos enviar o comprovante do pagamento do boleto com o valor exato pago e o código de barras utilizado?",8/Oct/24 11:38 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:98550bc5-9bb9-469f-b7d4-4756a5f09e88;vou providenciar o comprovante e envio em breve,,,,
posso ver o extrato de operações fiat separado do extrato cripto,"queria filtrar so as operações em reais, sem misturar com compra e venda de cripto",Low,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:3b3304dc-2f4a-4a0c-94fd-cfc9d201d002,maximilianojavierjulio@gmail.com,Tokenia Web,Service Request,Operações de compra/venda fiat,14/Sep/25 8:12 AM,"14/Sep/25 9:20 AM;maximilianojavierjulio@gmail.com;Olá! Sim, na seção 'Atividade' você pode aplicar filtros por tipo de operação, incluindo a opção de visualizar apenas movimentações em reais.","14/Sep/25 10:19 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:3b3304dc-2f4a-4a0c-94fd-cfc9d201d002;achei, muito util. obrigado",,,,
existe alguma diferença de taxa entre PIX e TED pra deposito,queria saber se depositar via PIX ou TED muda alguma coisa na taxa cobrada,Medium,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:1007ee5e-c272-40ae-811d-eed78b3d4e7c,maxi220julio@gmail.com,Tokenia Web,Service Request,Operações de compra/venda fiat,26/Feb/26 2:09 AM,"26/Feb/26 5:21 AM;maxi220julio@gmail.com;Olá! Não há diferença de taxa entre PIX e TED para depósitos, ambos são gratuitos. A principal diferença é o tempo de processamento, sendo o PIX geralmente mais rápido.","26/Feb/26 6:00 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:1007ee5e-c272-40ae-811d-eed78b3d4e7c;entendi, vou continuar usando PIX entao. obrigado",,,,
posso trocar a conta bancaria cadastrada pra saque,abri uma conta em outro banco e queria usar ela pros meus proximos saques em vez da conta antiga,Medium,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:cf6bd68c-2cf4-4fa6-93ba-fc96a0e57143,maxyjulio18@gmail.com,Tokenia Email,General request,Depósitos e saques,5/Jan/26 9:13 AM,"5/Jan/26 1:00 PM;maxyjulio18@gmail.com;Olá! Sim, você pode atualizar a conta bancária cadastrada em Configurações > Dados bancários, desde que a nova conta esteja no mesmo CPF titular.","5/Jan/26 1:18 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:cf6bd68c-2cf4-4fa6-93ba-fc96a0e57143;otimo, vou atualizar agora. obrigado",,,,
saque em cripto foi processado pra endereço diferente do solicitado,solicitei um saque de USDT mas ao conferir na blockchain o endereço de destino ta diferente do que eu tinha colado,High,Escalated,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:82ce44fa-76c2-43f3-bf42-64a209d1fd28,maximilianojavierjulio@gmail.com,Tokenia App,Service Request,Depósitos e saques,24/Oct/24 10:15 AM,"24/Oct/24 11:11 AM;maximilianojavierjulio@gmail.com;Olá, entendemos a extrema gravidade dessa situação. Vou escalar seu caso imediatamente com prioridade máxima para nosso time técnico e de segurança investigarem o que ocorreu.","24/Oct/24 11:30 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:82ce44fa-76c2-43f3-bf42-64a209d1fd28;por favor, isso é muito serio, preciso de uma resposta urgente","24/Oct/24 12:21 PM;maximilianojavierjulio@gmail.com;Compreendemos completamente a urgência. Vamos analisar todos os registros da transação, incluindo os dados exatos enviados na sua solicitação, e retornar com uma explicação detalhada o quanto antes.",,,
posso ver uma previsão de quando meu saque vai cair,queria uma estimativa de horario de quando meu saque solicitado deve ser processado,Low,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:4d958f1b-e893-41fe-b2c5-f0f6163cdd67,maxyjulio18@gmail.com,Tokenia App,Service Request,Depósitos e saques,30/Jul/26 8:35 AM,"30/Jul/26 10:06 AM;maxyjulio18@gmail.com;Olá! Saques via PIX costumam ser processados em minutos, enquanto TED e saques em cripto podem levar algumas horas dependendo da rede ou horário bancário. Você pode acompanhar o status em tempo real na seção 'Atividade'.","30/Jul/26 10:19 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:4d958f1b-e893-41fe-b2c5-f0f6163cdd67;entendi, vou acompanhar por la entao. obrigado",,,,
deposito via boleto ainda pendente apos 2 dias uteis,paguei um boleto de deposito faz 2 dias uteis e o saldo continua nao aparecendo na minha conta,Medium,Work in Progress,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:ebdc7d4f-7a89-4bb1-a131-b652ee3ba99b,maxyjulio18@gmail.com,Tokenia App,Service Request,Depósitos e saques,9/Mar/26 7:48 AM,"9/Mar/26 8:39 AM;maxyjulio18@gmail.com;Olá, pedimos desculpas pela demora. Vamos verificar diretamente com nosso parceiro financeiro o status da compensação do seu boleto e te atualizamos assim que localizarmos o pagamento.","9/Mar/26 10:01 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:ebdc7d4f-7a89-4bb1-a131-b652ee3ba99b;ok, fico no aguardo entao",,,,
recebo alerta toda vez que troco de celular,"troquei de aparelho recentemente e recebi um alerta de novo dispositivo, isso é esperado",Medium,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:e145fbce-fd98-4ca0-8b5b-23769ae5f2ad,maximilianojavierjulio@gmail.com,Tokenia App,Service Request,Segurança da conta,28/Jun/25 5:37 AM,"28/Jun/25 8:23 AM;maximilianojavierjulio@gmail.com;Olá! Sim, esse alerta é enviado automaticamente sempre que um novo dispositivo acessa sua conta, mesmo sendo você mesmo, como medida de segurança padrão.","28/Jun/25 9:34 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:e145fbce-fd98-4ca0-8b5b-23769ae5f2ad;entendi, faz sentido entao. obrigado",,,,
posso ver o historico de trocas de senha da minha conta,queria saber se tem um registro de quando eu troquei minha senha pela ultima vez,Low,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:ed04d6ae-f36e-4f44-ba75-dad36ede95b7,maxyjulio18@gmail.com,Tokenia App,Service Request,Segurança da conta,8/Jun/24 11:03 AM,"8/Jun/24 3:38 PM;maxyjulio18@gmail.com;Olá! Sim, você pode conferir a data da última alteração de senha em Configurações > Segurança > Histórico de alterações.","8/Jun/24 4:11 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:ed04d6ae-f36e-4f44-ba75-dad36ede95b7;achei, obrigado pela informação",,,,
identificamos movimentação suspeita e a conta foi comprometida,"percebi um saque que eu nao fiz e meu email tambem foi trocado sem minha autorização, acho que minha conta foi invadida",Highest,Escalated,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:1007ee5e-c272-40ae-811d-eed78b3d4e7c,maximilianojavierjulio@gmail.com,Portal Tokenia,Service Request,Segurança da conta,19/Feb/25 3:34 PM,"19/Feb/25 11:42 PM;maximilianojavierjulio@gmail.com;Olá, entendemos a extrema gravidade dessa situação. Já bloqueamos sua conta imediatamente por precaução e vou escalar seu caso com prioridade máxima para nosso time de segurança.","20/Feb/25 12:29 AM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:1007ee5e-c272-40ae-811d-eed78b3d4e7c;por favor, preciso de ajuda urgente, isso é muito serio","20/Feb/25 12:43 AM;maximilianojavierjulio@gmail.com;Compreendemos completamente. Nosso time especializado vai investigar toda a movimentação e o histórico de acessos com máxima prioridade, e vamos entrar em contato com você diretamente assim que tivermos informações.",,,
quero saber quanto tempo os codigos de backup do 2FA ficam validos,"gerei os codigos de backup quando ativei o 2FA, eles expiram em algum momento",Medium,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:4d958f1b-e893-41fe-b2c5-f0f6163cdd67,maxi220julio@gmail.com,Tokenia Web,Service Request,Segurança da conta,27/Jan/25 7:19 PM,"27/Jan/25 9:34 PM;maxi220julio@gmail.com;Olá! Os códigos de backup não possuem prazo de expiração, mas cada código só pode ser usado uma única vez. Recomendamos gerar novos códigos caso já tenha utilizado a maioria deles.","27/Jan/25 10:39 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:4d958f1b-e893-41fe-b2c5-f0f6163cdd67;entendi, obrigado pela explicação",,,,
posso ver o valor em reais equivalente ao meu saldo cripto em tempo real,"queria acompanhar quanto vale meu saldo em cripto convertido pra reais, atualizado em tempo real",Low,Resolved,qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:e145fbce-fd98-4ca0-8b5b-23769ae5f2ad,maxyjulio18@gmail.com,Portal Tokenia,Service Request,Carteira e endereços,30/Dec/25 2:45 PM,"30/Dec/25 4:34 PM;maxyjulio18@gmail.com;Olá! Sim, na tela principal da carteira o valor equivalente em reais é atualizado automaticamente em tempo real, conforme a cotação do mercado.","30/Dec/25 4:45 PM;qm:96e3bf0d-beea-4cd2-bca9-568ee30412d2:e145fbce-fd98-4ca0-8b5b-23769ae5f2ad;achei, muito bom acompanhar assim. obrigado",,,,
